,00Z4T7H5,0CEDT2MH,0L4VG6Y0,0TZEMGUK,1HFA0F1B,2CSEY3AB,2F09GS09,2H8KJ7JD,3B83MFDA,5529D6EH,6279ZPBE,6FBYNNE0,80339F3L,97AGYE17,9DJCXJL0,A18471L1,BKZVDTDV,C17H5BFU,C7VCA8EK,C8FTKB32,CG407648,CMHKE9N0,D68CVPH2,DHGX5A5X,DU3HH465,EKX6W3D5,EYKGGXEH,FGA0JGTR,FGX4H20H,FKGE2J07,GTWBWT59,HEG4PBVC,HVZ0ZDEM,JAP3GWSC,JE4FVM5Y,JGLLEEGL,JHFGKPNB,JLB1J3WF,K5NKPGDJ,KP7GATKL,KW2LMV4H,MLHC5PTG,MPJ57TTW,N68CJ2H9,NA4S4GDF,NKNFDTSG,PRBBH1R8,R99YGDSZ,SYXVAGRH,TLG1DKJZ,TX0K0FXD,U7MKDHU6,UCPKJGCU,V9MLLN9K,VFKYG4AL,W23UJ9ZS,WEFAJMRE,WJ7PC0BD,X40SKNH8,X6CPZR5L,X6ZSDER0,XH2EJ24H,XKLTKGDL,XS7BGFUM,XSWKKPNS,Y1XJUXHB,Y2XHJH8P,Y6WWMKF9,YATT7GHE,YKATWPCW,YXT6VLYK,Z3ZBR8JU,ZBEW0DJY,ZXHFHETZ
9YAMPDLW,,,,,,,,343,,,,,,,,,,,281,,,,298,305,,,305,,,,,271,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9YPBDBAK,,,,,,,,,,,,,,,,,,,337,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0JM23M8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,323
A0SFM1B9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,,,,,,
A0U9TADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,226,,
A20WMZH9,,,,,,,,,,,,,,310,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A235CB4W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,
A27FWS1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,
A2DLNLWH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,349
A2EPJFZC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3PAMXUN,,,,,,,,,,366,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A464APNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,,,,
A4CR2HB7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,
A56WG4KZ,,,,,,,,,,,,,,327,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6VAPHUC,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,
A760CGB0,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8Y1UBJJ,,,,,,,,,,,,,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAEFSAKF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AANH727X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,375
AARHFLCP,,,,305,,,,279,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAVSWEJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAXZCRFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,
ABGJFGGB,,,,,,,,,,,,,,297,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABHGBDEE,,,,,,,,,317,,,,,,,,,,343,,,337,,360,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADHVZ7GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,,,,,,,365,,,,,,,,,,,,,,,,365,,,,365,,,,,,,,,348,,,,,,
AE8A2V1N,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,322,347
AEC1JB5X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRDMHTK,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,260,,280,,,,,,,,,,,266,,,,221,,,,266,,,,,,257,,,,,,,,,,,,,
AGWHWBWL,,,,,,,,,,,,,,359,,,,,,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH3DSA00,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH4CT7X5,,,,,,,,,,,,,,237,,,,,307,,231,,,261,,,,,,,,,,,,,,,,,,,239,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,
AH9BDCPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,316
AHCJBDKK,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,361,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,348,369,,,,,,,,,,,
AHHDKHCR,,,,,,,,,,,,,,364,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHHW0HPD,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,
AHK02FCM,,,,,,,,,,,333,,,,,,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHVVVYRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ5C53UP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,300,,,,,,,,,,,,,,,,,,,
AJVAHHBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,313,,,,,,,,,302,,,,,,
AJWV6C7M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,368
ALDEVRRC,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALDTNF7S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,364,,,,,,,,,,,,,,,
AM0HCCVC,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM9W1Z4M,,,,,,,,,288,,,,,279,,,,,301,,,256,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANHHK4V8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNM5U90,,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,,,,342,342,,,,
ANS04FR6,,,,,,,,,,,,,,,,,,,291,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APRESGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,
AR0ND9BH,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASNGLGRK,,,,,,,,,,,,,,,,,,,,,340,307,,297,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATBEZTTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,
AUCAS2VC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUCJMMZC,,,,,322,,,,,,,,,,,,,,,,,,,306,,,,,,,,260,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AV8LNLJV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,,
AVCHENME,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX3UGFYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,302
AX8GHL1G,,,,,,,,,,,,,,289,,267,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,309,289,,,261,,,,309,,,,,,,,,,,,,,,,,,,
AXF9C7B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,,,,336,,,,,,,,,,,,,,,,
AYA6DDFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270
AZEFD50F,,,,,,,,,,,,,,333,,,,336,364,,,329,,,,,,343,,,,,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,
AZJTBXWJ,,,,,,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,,,,,,,,,,,,,,,,,,,,,
B01K4KF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277
B02UT118,,,,,,,,,,,,,,,,,,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DUTDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,
B0EGJPRP,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,280,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,303
B0SLJ3E2,,,,,,,,,,,,,,,,,,,,,,,309,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,
B1BHT9JD,,,,,,,,,,,,,,271,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,271,,,262,,,,,,,,,,,,,,,,,,,,,,,
B1MTB1WP,,,,,,,,,,,,,,,,,,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2CFV3CF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
B3DZGB7J,,,,,378,,,,,,,,,394,,,,,,,387,,,,,,,,,,,,,,,,376,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,
B3U1AKLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,,,,,,,
B4WPW8E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4XL2ZPK,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,
B56E8VED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5R7BD7J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B61UH2G1,,,,,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289
B6MJ4TTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,,,,,,,,,,,,,,,329,,,,,,,,,,326,,,,,,,,,,,,,,,
B7PELS7K,,,,,,,,,,,,,,,,,,,281,,,,271,294,,,,,,,,,,,,,,,,,,,,,,,,,,,268,,,,,,,,,,,216,273,,,,,,,,,,,
B8SPY5RN,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,
B94F70HE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B95DADA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,291
B9B77FXK,,,,,,,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,
B9J15PFV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BACW1GUZ,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,323
BAV1NDTP,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB86KR93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB8AEPKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,,,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBCPVZS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,
BBCTTMJK,,,,,,,,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBD8SYH7,,,,,,,,,,,,,,345,,,,,339,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBGV21MZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,276,,,276,,,,,,,,,,,,,,,,,,,
BBJWBBE1,,,,,,,,,267,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,311,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,267,
BBLAHFNN,,,,,,,,,263,,,,,267,,,,,,,,263,,272,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBS731BA,,,,,,,,,,,,,,,,,,,341,,,,,,,,,,,,,297,,,,,,,,,,,,,,,,,296,,294,,,,,,,,,,,317,,,,,,,,,,,,
BC9P28BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371
BCBEANAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCDNLDNT,,,,,,,,,395,,,,,374,,,,,,,,404,,,,,,384,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCELX2MU,,,,,,,,,,,,,,192,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCF7ADBD,,,,,,,,,,,,,,256,,,,,303,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD1097VZ,,,,,,,,,,,,,,355,,,,,,,,,,,,,,,,,,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDFDF3PF,,,,,334,,,,,,,,,276,,,,,,,,316,,,,,,,,,,266,,,,,,,,,,,,,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,
BDKE8TGU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDR3KMVH,,,,,,,,,,,,,,278,,,,,,,297,247,,278,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEACSFCN,,,,,,,,,,,,,,,,,,,,,,321,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEEGDPCG,,,,,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEHXYPMZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,380
BETKEGNS,,,,,,,,,,,,,,,,,,,,,,,301,316,,,,,,,,334,,,,,335,,,,,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,
BF64P2CY,,,,,,,,,,,,,,433,,,,,,,,,,,,,,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF68FCWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFGWJCCL,,,,,,,,,,,,,,364,,,,355,,,,,,,,,,,,,,,358,,,,373,,,,,,,,,,,,378,,,,,,,,,,,,,355,,,,,,,,,,,,
BGCGKDFF,,,,,,,,,237,,,,,292,,,,,,,,290,,329,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH09S30R,,,,,,269,,,,,,,,,,264,,,,,,,,278,,,,,,,,,,269,,276,,,,,,,,,,,,,,,278,,,,276,,,,,,,,,,,,,,,,,,,
BH561EG3,,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHADA14V,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHCJMFDJ,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,,,,,,,,,,,,
BHSHYHTY,,,,,,366,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHYF1TPJ,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349
BJ26X3UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357
BJDDFNEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,
BJMKBECF,,,,,,,,,,,,,,261,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,261,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,
BK1S5C4K,,,,,,,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKDGAFPN,,,,,,,,,,,,,,,,,,,324,,,330,,323,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,,,,,,,,,
BKDHKHEL,,,,,,,,,296,,,,,295,,,,,306,,,306,,317,,,,314,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,
BL2CEXBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,325,,,,,,,,,,,,,309,,,,,,,,,,,341,,,,,,,,,,,,
BL7JF8EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLKBCJFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM488TEM,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,287
BM7J7YT6,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMENMRJF,,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMJGJP0Y,278,,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMPCHHTK,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,,,
BP7ED2AS,,,,,,,,,,,,284,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPL4362B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,,,,303,,,,,,,,,,,,,,,,,,,,,,,303
BPLSCRFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPMJGEBR,,,,,,,,,,,,,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPNRAFLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,
BR3TDZXB,,,,,,,,,,,,,,,,,,,323,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR4050F9,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRLFVYM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,
BRRFRLGF,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSBBZHBG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373
BSEZUN7H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,396,,,,,
BSSTU6NL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,,223,,,,,,,,265,,,,,,,,,,,
BSXWLDLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,,,,362,,,,,,,,,,,,,,,,,,,,362,,,,,,,,,,,,,,,
BTDJAESE,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,,,,,294,
BUCFBVV3,,,,,,,,,,,,,,250,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BV8LC3DF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVERYTBU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,,,,,,,,,,,,,,,,353,,,,,,,,,,321,,,,,,,,,,,,,,,
BW7S2HEK,,,,303,,,,,262,,,,,,,,,,276,,,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,,282,,,,
BXGPDA5F,,,,,,,,,,,,,,280,,,,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,
BXTKAB98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,
BXY13BC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYCGFCGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397
BYGUZGN2,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,
BYTYGK6X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,,,,,
BYY5ZY4B,,,,,,,,,,,,,,435,,,,477,,,,,,409,,,,,,,,500,,,,,,,,,,,,,,,,,500,,,,,,,,,422,,,,,,,,,,,,,,,,
